nama_sppg,alamat,provinsi,kab_kota,kecamatan,desa
"SPPG Bogor Babakan Madang Cijayanti 3","Jl. Raya Golf Gunung Geulis Kel. Cijayanti Kec. Babakan Madang Kab. Bogor Provinsi Jawa Barat","JAWA BARAT","BOGOR","BABAKAN MADANG","CIJAYANTI"
"SPPG Bogor Cibinong Sukahati 3","Perumahan Bojong Depok Baru 2 Blok By 06 Rt 001 Rw 015, Sukahati, Kec. Cibinong, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBINONG","SUKAHATI"
"SPPG Bogor Cisarua Tugu Selatan","Jalan Raya Puncak Km. 85, Kelurahan Tugu Selatan, Kecamatan Cisarua, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","CISARUA","TUGU SELATAN"
"SPPG Kota Bogor Tanah Sareal Kedung Jaya 2","Jl. Pelita Jaya III No.5, Kedung Jaya, Kecamatan Tanah Sereal, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","TANAH SAREAL","KEDUNG JAYA"
"SPPG Bogor Sukaraja Cijujung 4","Blok Parigi Rt 05 Rw 10, Desa Cijujung, Kecamatan Sukaraja, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","SUKARAJA","CIJUJUNG"
"SPPG Bogor Leuwisadeng Kalong II 2","Jl. Kalong II, Kalong II, Kec. Leuwisadeng, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWISADENG","KALONG II"
"SPPG Kota Bogor Bogor Timur Katulampa 2","Jl. Kolonel Achmad Syam Rt 03 Rw 01, Katulampa, Bogor Timur, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR TIMUR","KATULAMPA"
"SPPG Bogor Leuwiliang Cibeber I","Cibeber I, Kecamatan Leuwiliang, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWILIANG","CIBEBER I"
"SPPG Kota Bogor Bogor Selatan Harjasari 3","Jl. Raya Sukabumi Rt 03 Rw 10, Harjasari, Kec. Bogor Selatan, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR SELATAN","HARJASARI"
"SPPG Bogor Cibungbulang Cibatok I 3","Jl. Citoh Raya, Cibatok I, Kec. Cibungbulang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBUNGBULANG","CIBATOK I"
"SPPG Bogor Klapanunggal Kembang Kuning 3","Kembang Kuning, Kecamatan Klapanunggal, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","KLAPANUNGGAL","KEMBANG KUNING"
"SPPG Bogor Gunung Putri Ciangsana 4","Jl. Raya Ciangsana, Kec. Gunug Putri, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","CIANGSANA"
"SPPG Bogor Leuwiliang Leuwiliang 5","Jl. Leuwiliang Permai, Gang Laksana, Leuwiliang, Kec. Leuwiliang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWILIANG","LEUWILIANG"
"SPPG Kota Bogor Bogor Tengah Kebon Kalapa","Jl. Perintis Kemerdekaan No. 53 RT 005 RW 003, Kel. Kebon Kalapa, Kec. Bogor Tengah, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR TENGAH","KEBON KALAPA"
"SPPG Bogor Jonggol Jonggol 4","Jl. Raya Jonggol Cariu Km 01 Kampung Bengkok Rt 02 Rw 09 Desa Jonggol, Kec. Jonggol, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","JONGGOL","JONGGOL"
"SPPG Bogor Cariu Cariu 4","Jl. Tegal Salam No.02, Rt.07, Cariu, Kec. Cariu, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CARIU","CARIU"
"SPPG Bogor Cibinong Pondok Rajeg 1","Jl. Kelurahan Gang H. Raing Rt/Rw 004/002, Pondok Rajeg, Cibinong, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBINONG","PONDOK RAJEG"
"SPPG Bogor Cibungbulang Sukamaju 2","Jl. Gang Tepangsono Rt 001 Rt 09 Desa Sukamaju, Kec.Cibungbulang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBUNGBULANG","SUKAMAJU"
"SPPG Bogor Klapanunggal Ligarmukti 2","Kav B, Kampung Pangkalan, Rt 001 Rw 001, Desa Ligarmukti, Kecamatan Klapanunggal, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","KLAPANUNGGAL","LIGARMUKTI"
"SPPG Bogor Kemang Kemang","Jl. Al-Fitroh, Kemang, Kecamatan Kemang, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","KEMANG","KEMANG"
"SPPG Bogor Kemang Bojong","Jl. Bojong Palengseran, Bojong, Kec. Kemang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","KEMANG","BOJONG"
"SPPG Bogor Megamendung Cipayung","Puncak Rd No.51, Rt.02 Rw.Rw.03, Cipayung Datar, Kec. Megamendung, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","MEGAMENDUNG","CIPAYUNG"
"SPPG Bogor Cigombong Ciburuy 4","Desa Ciburui, Kecamatan Cigombong, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIGOMBONG","CIBURUY"
"SPPG Bogor Caringin Ciherang Pondok","Kampung Balandongan Rt.01/04, Ciherang Pondok, Kec. Caringin, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CARINGIN","CIHERANG PONDOK"
"SPPG Bogor Cibungbulang Cemplang 2","Kampung Cirangkong, Rt 30 Rw 15, Desa Cemplang, Kec. Cibungbulang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBUNGBULANG","CEMPLANG"
"SPPG Bogor Tamansari Sukamantri 4","Jl. Kampung Nyalindung No 1 Rt02/Rw05, Sukamantri, Kec. Tamansari, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","TAMANSARI","SUKAMANTRI"
"SPPG Bogor Cibungbulang Dukuh","Kampung Dukuh 03/03, Desa Dukuh, Kecamatan Cibungbulang, Desa. Dukuh, Kecamatan Cibungbulang, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","CIBUNGBULANG","DUKUH"
"SPPG Bogor Tajurhalang Kalisuren","Jl. Jampang, Kalisuren, Kec. Tajur Halang, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","TAJURHALANG","KALISUREN"
"SPPG Bogor Pamijahan Cibening 2","Jl. Thamrin 1 Kampung Pasir Datar, Cibening, Kec. Pamijahan, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","PAMIJAHAN","CIBENING"
"SPPG Bogor Gunung Putri Nagrak 2","Nagrak Kecamatan Gunung Putri, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","NAGRAK"
"SPPG Bogor Rumpin Rabak","Kamapung Dukuh, Malang, Rabak, Kecamatan Rumpin, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","RUMPIN","RABAK"
"SPPG Bogor Cileungsi Cileungsi 8","Jl. Raya Setu No.5 Cileungsi, Kecamatan Cileungsi, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CILEUNGSI","CILEUNGSI"
"SPPG Bogor Bojong Gede Bojonggede","Kp. Bojong Gede dalam No.14 Rt006 Rw012","JAWA BARAT","BOGOR","BOJONG GEDE","BOJONGGEDE"
"SPPG Kota Bogor Bogor Utara Tanah Baru 4","Komplek Baranangsiang 4 Blok D , Rt.01/Rw.10, Tanah Baru, Kecamatan Bogor Utara, Kota Bogor, Jawa Barat 16154, Sebelah Cafe Mojoke, Tanah Baru, Bogor Utara, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR UTARA","TANAH BARU"
"SPPG Bogor Gunung Sindur Pabuaran","Jl. Raya Puspitek Pembangunan, Kp. Cikarang, Rt 002 Rw 007, Pabuaran, Gunung Sindur, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG SINDUR","PABUARAN"
"SPPG Bogor Babakan Madang Sentul","Jl. Babakan Rawa Haur Rt 02 Rw 05, Sentul, Kec. Babakan Madang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","BABAKAN MADANG","SENTUL"
"SPPG Kota Bogor Bogor Selatan Rangga Mekar 2","Bogor Nirwana Residence Blok E No. 85-86, Kelurahan Ranggamekar, Kecamatan Bogor Selatan, Kota Bogor, Provinsi Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR SELATAN","RANGGA MEKAR"
"SPPG Bogor Bojong Gede Bojonggede 6","Jl. Lap. Siaga, Bojonggede, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","BOJONG GEDE","BOJONGGEDE"
"SPPG Kota Bogor Bogor Barat Marga Jaya 3","Jl. Raya Dramaga Caringin No.Km. 7, Margajaya, Kecamatan Bogor Barat, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","MARGA JAYA"
"SPPG Bogor Ciomas Ciomas Rahayu","Jl. Rahayu 1 No.23B, Rt.01/Rw.09 Kel. Ciomas Rahayu, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610","JAWA BARAT","BOGOR","CIOMAS","CIOMAS RAHAYU"
"SPPG Bogor Ciawi Citapen","Kampung Citapeh, Kecamatan Ciawi, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIAWI","CITAPEN"
"SPPG Bogor Parung Panjang Cibunar 2","Cibunar, Kec. Parung Panjang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","PARUNG PANJANG","CIBUNAR"
"SPPG Bogor Cibinong Karadenan 2","Jl. H. Aspriya Kp. Pisang, Rt 06 Rw 07, Karadenan, Cibinong, Jawa Barat","JAWA BARAT","BOGOR","CIBINONG","KARADENAN"
"SPPG Kota Bogor Bogor Barat Curug Mekar","JL. KHR Abdullah Bin Nuh, RukoTaman Yasmin Sektor VI No. 88 dan 90","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","CURUG MEKAR"
"SPPG Bogor Ranca Bungur Rancabungur 2","Jl. Karacak, Rancabungur, Kec. Ranca Bungur, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","RANCA BUNGUR","RANCABUNGUR"
"SPPG Kota Bogor Bogor Utara Tegal Gundil 4","Kp Ceger Jl. Calincing Raya No. 1 Rt 04 Rw 011, Bogor Utara, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR UTARA","TEGAL GUNDIL"
"SPPG Bogor Leuwiliang Leuwimekar","Jl. Moh Noh Noer, Rt.04/Rw.04, Leuwimekar, Kecamatan Leuwiliang, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWILIANG","LEUWIMEKAR"
"SPPG Bogor Caringin Ciderum 2","Desa Ciderum, Kecamatan Caringin, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CARINGIN","CIDERUM"
"SPPG Bogor Parung Waru 2","Jl. Setapak Rt. 003 Rw. 03, Waru, Kec. Parung, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","PARUNG","WARU"
"SPPG Kota Bogor Bogor Selatan Pamoyanan 3","Jl. Ciranjang No. 28 Rt. 01/03 Kel. Pamoyanan Kecamatan Bogor Selatan, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR SELATAN","PAMOYANAN"
"SPPG Kota Bogor Tanah Sareal Mekar Wangi 2","Jalan Kayumanis, No 9 RT 01 / RW 02 Kel. Kayumanis Kec. Tanah Sareal","JAWA BARAT","KOTA BOGOR","TANAH SAREAL","MEKAR WANGI"
"SPPG Bogor Pamijahan Gunung Picung 2","Kampung Pasar Ahad Rt.003 Rw 004 , Gunung Picung, Pamijahan, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","PAMIJAHAN","GUNUNG PICUNG"
"SPPG Kota Bogor Bogor Utara Tanah Baru 3","Jalan Raden Kan`An, Rt 005/Rw 004, Kelurahan Tanah Baru, Kecamatan Bogor Utara, Kota Bogor, Provinsi Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR UTARA","TANAH BARU"
"SPPG Bogor Cibinong Pabuaran","Jl. Gang Mesjid Rt 01/Rw 01 Kampung Padurenan, Kel. Pabuaran, Kec. Cibinong, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBINONG","PABUARAN"
"SPPG Bogor Babakan Madang Cipambuan","Jl. Tawadu I Perum AzZikra No. 1-2 RT/RW 001/005 Cipambuan, Kec. Babakan Madang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","BABAKAN MADANG","CIPAMBUAN"
"SPPG Kota Bogor Bogor Timur Sindangrasa 2","Jl. H. Dr. Soeparman No.88 Kampung Muara Rt 001/001, Kel. Sindangrasa, Kec. Bogor Timur, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR TIMUR","SINDANGRASA"
"SPPG Kota Bogor Bogor Barat Loji 2","Jl. Sirnagalih Rt 02 Rw 07, Loji, Kec. Bogor Barat, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","LOJI"
"SPPG Bogor Ciomas Mekarjaya","Jl. H. Abdullah, Rt 01 Rw 02, Mekarjaya, Kecamatan Ciomas, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIOMAS","MEKARJAYA"
"SPPG Bogor Ciomas Ciomas Rahayu 2","Ciomas Rahayu, Kecamatan Ciomas, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIOMAS","CIOMAS RAHAYU"
"SPPG Kota Bogor Bogor Barat Curug","Jl. Curug Induk Rt 01 Rw 03 Curugmekar, Curug, Kecamatan Bogor Barat, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","CURUG"
"SPPG Kota Bogor Bogor Utara Cimahpar 2","Jl. Tumenggung No. 59, Rt 03 Rw 07 Kelurahan Cimahpar, Kecamatan Bogor Utara, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR UTARA","CIMAHPAR"
"SPPG Bogor Sukajaya Sukajaya","Jl. Raya Sukajaya, Sukaraksa, Desa Sukajaya, Kecamatan Sukajaya, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","SUKAJAYA","SUKAJAYA"
"SPPG Bogor Parung Pamegarsari","Jl. Putra Tajur No. 63 Rt.003/004, Desa Pamegarsari, Kecamatan Parung, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","PARUNG","PAMEGARSARI"
"SPPG Bogor Gunung Putri Bojong Kulur 3","Jl. Parpostel Rt.001 Rw.03, Bojong Kulur, Kec. Gunung Putri, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","BOJONG KULUR"
"SPPG Bogor Cijeruk Cijeruk 2","Jl. Kawung Luwuk, Desa Cijeruk, Kecamatan Cijeruk, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIJERUK","CIJERUK"
"SPPG Bogor Tajurhalang Tajurhalang 3","Kampung Kandang Panjang Rt 001 Rw 07 No 02 Desa Tajurhalang Kec.Tajurhalang,Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","TAJURHALANG","TAJURHALANG"
"SPPG Bogor Klapanunggal Nambo","Kampung Lebak Pasar Rt 02 Rw 04 Desa Nambo, Kecamatan Klapanunggal, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","KLAPANUNGGAL","NAMBO"
"SPPG Bogor Jonggol Sirnagalih","Jl. Raya Jonggol Cariu Sirnagalih, Kecamatan Jonggol, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","JONGGOL","SIRNAGALIH"
"SPPG Bogor Ciampea Bojongrangkas 3","Jl. Wr. Borong No.23, Bojong Rangkas, Kecamatan Ciampea, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIAMPEA","BOJONGRANGKAS"
"SPPG Bogor Rumpin Leuwibatu","Jl. Bedeng Jambu, Kampung Cilambur, Desa Leuwibatu, Kecamatan Rumpin, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","RUMPIN","LEUWIBATU"
"SPPG Kota Bogor Bogor Selatan Mulya Harja","Jl. Cibeureum Raya Rt 002 Rw 004 Kelurahan Mulyaharaja, Kecamatan Bogor Selatan, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR SELATAN","MULYA HARJA"
"SPPG Bogor Sukaraja Cilebut Barat","No 53, Rt 06/Rw 07, Batu Gede, Desa Cilebut Barat, Kecamatan Sukaraja, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","SUKARAJA","CILEBUT BARAT"
"SPPG Bogor Parung Panjang Lumpang","Lumpang, Kecamatan Parung Panjang, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","PARUNG PANJANG","LUMPANG"
"SPPG Bogor Tajurhalang Tajurhalang 2","Jl. Tengah, Ragamukti, RT.004/002, Kel. Citayem, Kec. Tajurhalang, Kab. Bogor, 16320","JAWA BARAT","BOGOR","TAJURHALANG","CITAYAM"
"SPPG Bogor Ciawi Bitungsari 2","Jl. Poros Desa Banjarsari, Kec. Ciawi, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIAWI","BITUNGSARI"
"SPPG Kota Bogor Bogor Timur Baranangsiang","Jl. Binamarga Ii No.8, Rt 04 Rw 08, Baranangsiang, Kecamatan Bogor Timur, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR TIMUR","BARANANGSIANG"
"SPPG Bogor Cijeruk Cijeruk","Kp. Warung Menteng RT 001/001 Desa Cijeruk Kec Cijeruk Kab Bogor","JAWA BARAT","BOGOR","CIJERUK","CIJERUK"
"SPPG Bogor Megamendung Pasir Angin 3","Kampung Babakan Sirna RT.002 RW.003, PASIR ANGIN, MEGAMENDUNG, KAB. BOGOR, JAWA BARAT","JAWA BARAT","BOGOR","MEGAMENDUNG","PASIR ANGIN"
"SPPG Bogor Citeureup Tajur","Kampung Bolang Leuwibilik Rt 05 Rw 03 Kel Tajur Kec Citeureup Kab Bogor Jabar, Tajur, Citeureup, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CITEUREUP","TAJUR"
"SPPG Bogor Leuwiliang Karyasari","Jl. Raya Karacak Gunung Pariuk, Rt.01 Rw.10, Desa Karysari, Kec. Leuwiliang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWILIANG","KARYASARI"
"SPPG Bogor Jonggol Sukanegara","Jl. Kampung Dayeuh-Leungsir No.51, Dusun IV, Desa Sukanegara, Kecamatan Jonggol, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","JONGGOL","SUKANEGARA"
"SPPG Bogor Babakan Madang Cijayanti 2","Jl. Cijayanti Rt6/Rw2, Desa Cijayanti, Kecamatan Babakan Madang, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","BABAKAN MADANG","CIJAYANTI"
"SPPG Bogor Cigombong Ciburuy 2","Jl. Ciburuy, Ciburuy, Kec. Cigombong, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIGOMBONG","CIBURUY"
"SPPG Bogor Cigudeg Cigudeg 3","Kavling B, Kampung Cihaok, Rt 002 Rw 022, Desa Cigudeg, Kecamatan Cigudeg, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIGUDEG","CIGUDEG"
"SPPG Bogor Ranca Bungur Rancabungur 3","Kampung Rancabungur Rt 6 Rw 9 Desa Rancabungur, Kecamatan Rancabungur, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","RANCA BUNGUR","RANCABUNGUR"
"SPPG Bogor Citeureup Sanja","Jl. Bina Marga Rt 03, Rw 05 No. 1 Kel. Sanja, Kec. Citeureup, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CITEUREUP","SANJA"
"SPPG Bogor Cigombong Ciburayut 2","Kelurahan Ciburayut, Kecamatan Cigombong, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIGOMBONG","CIBURAYUT"
"SPPG Bogor Tanjungsari Tanjungsari","Jl. Besarcibadak, Kavling B, Desa Pasir Tanjung, Kecamatan Tanjungsari, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","TANJUNGSARI","TANJUNGSARI"
"SPPG Bogor Ciseeng Babakan 1","Kampung Cilangkap Rt 009/ Rw 008 Desa Babakan, Kecamatan Ciseeng, Kabupaten Bogor, Provinsi Jawa Barat","JAWA BARAT","BOGOR","CISEENG","BABAKAN"
"SPPG Bogor Gunung Putri Cikeas Udik 3","Jl. Raya Pabuaran No. 56B Rt 01 Rw 13, Kel. Cikeas Udik, Kecamatan Gunung Putri, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","CIKEAS UDIK"
"SPPG Bogor Cijeruk Cipicung","Jl. Cipicung Kampung Genteng, Kecamatan Cijeruk, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIJERUK","CIPICUNG"
"SPPG Bogor Cileungsi Cipeucang 2","Jl. Kampung Cipeucang Emposan Rt.001 Rw.001, Cipeucang, Kec. Cileungsi, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CILEUNGSI","CIPEUCANG"
"SPPG Bogor Cibungbulang Situ Ilir","Kampung Babakan Rt 001 Rw 002, Situ Ilir, Kec. Cibungbulang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIBUNGBULANG","SITU ILIR"
"SPPG Bogor Parung Parung","Jl. Masjid Al-Irfan RT05/01, Gg Kamboja, Desa Pamegarsari, Kec. Parung, Kab Bogor","JAWA BARAT","BOGOR","PARUNG","PAMEGARSARI"
"SPPG Bogor Leuwiliang Leuwiliang 4","Jl. Leuwiliang, Leuwiliang, Kec. Leuwiliang, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWILIANG","LEUWILIANG"
"SPPG Bogor Tenjolaya Cinangneng","Kampung Ciburial RT 21 RW 05, Cinangneng, Kec. Tenjolaya, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","TENJOLAYA","CINANGNENG"
"SPPG Bogor Jonggol Sukamaju 2","Jln Rawa Gembira RT.3 RW.5 Desa Sukamaju Jonggol Kab.Bogor, Jawa Barat, 16830","JAWA BARAT","BOGOR","JONGGOL","SUKAMAJU"
"SPPG Bogor Citeureup Leuwinutug","Jl. Pahlawan, Sentul, Leuwinutug, Kec. Citeureup, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CITEUREUP","LEUWINUTUG"
"SPPG Bogor Leuwiliang Barengkok 3","Jl. Moh Nur KM.11, Kp. Gudang, RT.01/RW. 04, Desa Puraseda, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat.","JAWA BARAT","BOGOR","LEUWILIANG","BARENGKOK"
"SPPG Bogor Gunung Putri Ciangsana 2","Jl. Raya Ciangsana No.11.12.15, Ciangsana, Gunung Putri, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","GUNUNG PUTRI","CIANGSANA"
"SPPG Bogor Ciampea Cihideungudik 2","Kampung Cihideung Udik Rt 03 Rw 09 Cihideung Udik, Kec. Ciampea, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIAMPEA","CIHIDEUNGUDIK"
"SPPG Bogor Cileungsi Cileungsi 2","JL. SINGARANTE NO.67, KP. BARU KAUM RT03 / RW02 CILEUNGSI","JAWA BARAT","BOGOR","CILEUNGSI","CILEUNGSI"
"SPPG Bogor Caringin Cinagara 2","Kp. Cinagara RT/RW 01/05 Desa Cinagara Kec. Caringin Kab. Bogor","JAWA BARAT","BOGOR","CARINGIN","CINAGARA"
"SPPG Kota Bogor Bogor Timur Katulampa","Jl. Jatiluhur Vi Blok C 2 No 6, Komplek Baranangsiang Indah Kel. Katulampa - Kec. Bogor Timur Kota Bogor - 16144, Katulampa, Bogor Timur, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR TIMUR","KATULAMPA"
"SPPG Bogor Citeureup Pasir Mukti","Jl. Raya Rawa Bogo, Desa Pasir Mukti, Kec. Citeureup, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CITEUREUP","PASIR MUKTI"
"SPPG Kota Bogor Bogor Barat Menteng 2","Jl. Dr. Semeru, Rt02/Rw02, Ruko Brajamustika Bm II No.4-5, Menteng, Kec. Bogor Barat, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR BARAT","MENTENG"
"SPPG Bogor Jasinga Tegalwangi 2","Kav A, Kampung Nanggung, Rt05/Rw03, Desa Tegal Wangi, Kecamatan Jasinga, Kabupaten Bogor, Jawa Barat","JAWA BARAT","BOGOR","JASINGA","TEGALWANGI"
"SPPG Bogor Ciampea Tegalwaru 2","Jdada, Tegalwaru, Kec. Ciampea, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIAMPEA","TEGALWARU"
"SPPG Bogor Cigudeg Argapura","Kampung Tipar Rt 05 Rw 09, Desa Argapura, Kec. Cigudeg, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIGUDEG","ARGAPURA"
"SPPG Kota Bogor Bogor Selatan Batu Tulis","Jl. Batu Tulis No.45, Rt.01/Rw.04, Rt.01/Rw.05, Kampung Parung Jambu, Batutulis, Kec. Bogor Selatan Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR SELATAN","BATU TULIS"
"SPPG Bogor Cigudeg Mekarjaya 2","Kampung Mede Rt 002 Rw 004, Mekarjaya, Kec. Cigudeg, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CIGUDEG","MEKARJAYA"
"SPPG Kota Bogor Bogor Utara Tegal Gundil 3","Jl. Artzimar II, Rt.04/Rw.02, Tegal Gundil, Kecamatan Bogor Utara, Kota Bogor, Jawa Barat","JAWA BARAT","KOTA BOGOR","BOGOR UTARA","TEGAL GUNDIL"
"SPPG Bogor Ciseeng Ciseeng","Jl. Amd Kuripan, Desa Kuripan, Kec. Ciseeng, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CISEENG","CISEENG"
"SPPG Bogor Jonggol Sukajaya","Kampung Cigaruguy Rt 02/05 Desa Sukajaya Kec. Jonggol Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","JONGGOL","SUKAJAYA"
"SPPG Bogor Leuwisadeng Wangunjaya","Jl. Cisaranten, Wangunjaya, Kec. Leuwisadeng, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","LEUWISADENG","WANGUNJAYA"
"SPPG Bogor Ciampea Bojongjengkol","Jl. Abdul Fattah, Desa Bojong Jengkol, Kecamatan Ciampea, Kabupaten Bogor, Jawa Barat 16620","JAWA BARAT","BOGOR","CIAMPEA","BOJONGJENGKOL"
"SPPG Bogor Citeureup Gunungsari 2","Kampung Nyangkokot Rt 02 Rw 05 Desa Gunung In Sari, Kec. Citeureup, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CITEUREUP","GUNUNGSARI"
"SPPG Bogor Ciseeng Parigi Mekar","Pondok Pesantren Villa Penghapal Qur`An Jl. H Usa No 1A RT.4/RW.2 Cihowe, Kec. Ciseeng, Kab. Bogor, Jawa Barat","JAWA BARAT","BOGOR","CISEENG","PARIGI MEKAR"
